,x_tr,future
1593,"[ 9  2 24  8  5 24  2 24 27 10 17  2 10 25 10 23  2 10  8 22  2 17  2 13
  2  2  2  2  2  8  2 22]",[ 2 24  8  5 24  2 24 27]
1594,"[26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29
  3  6 15 29  0 15 25 16]",[ 2  7 22 15  2  1 28  1]
1595,"[22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3 15  3  1  1  7  7 33
  7 15  7  6  7  2 13 29]",[ 0 27 22 16 19 16 19  2]
1596,"[16 16 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3
 22 27 11 19 15 26  3 22]",[16 16 16 16 16 29 33 27]
1597,"[ 3  9 12  1  5 23 12  9  3 21 18  2 27 18  2 27 18  2 27 18  2 27 18  2
 27 18  2 27 18  2 27 18]",[ 9 12  1  5 23 12  9  3]
1598,"[ 1 33  6 10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20
 29 28  1 20 29 28  1 20]",[33  6 10  5 28  1 20 29]
1599,"[25 12 12 12 12 28 20 12 15  6 12  3 12  1  4 11 23  1 11  1 11  1 11 23
 23 23 23 20 23 15 23  6]",[12 12 12 12 28 20 12 15]
1600,"[12 12 28 20 12 15  6 12  3 12  1  4 11 23  1 11  1 11  1 11 23 23 23 23
 20 23 15 23  6  3 23  5]",[12 28 20 12 15  6 12  3]
1601,"[ 1 29 23  4  4  8  8  8  8  8  8  8  8  8  2 10 11 29  6 25 25 14 14  2
 13  1 29 15 20  4 23 23]",[29 23  4  4  8  8  8  8]
1602,"[29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29
 33 11 19  6  2 11  0  8]",[33 11 19  6  2 31 11 19]
1603,"[33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33
 11 19  6  2 11  0  8  0]",[11 19  6  2 31 11 19  3]
1604,"[ 9 23 12  6 15  9 28 15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26
 13 24 26 13 24 26 13 24]",[23 12  6 15  9 28 15  3]
1605,"[27 29  1  1 29  1  1 29  1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27
  2  1 29  1 27  2  1 29]",[29  1  1 29  1  1 29  1]
1606,"[32 32 31 32 32 31 32 21 32 21 31 21 32 21 32 21 31 21 32 21 16 32 31 32
 32 21 31 21 32 21 32 21]",[32 31 32 32 31 32 21 32]
1607,"[23 23 23 14 12 25  8 13  3 15 17 14 14 25  8  4 17 17 23  4 25 25 12 12
 12 12 28 20 12 15  6 12]",[23 23 14 12 25  8 13  3]
1608,"[10 11  3 25 26 13 23  3  4 26 13  3 12 22 26 23 19 26  4 31 26 25 33 26
 22 26  7 26 25 19 26  4]",[11  3 25 26 13 23  3  4]
1609,"[ 2 29 33 11 19 10  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26
 29 33 11 19 10  2 29 33]",[29 33 11 19 10  2 31 11]
1610,"[24  1 24  1 24 29 17  3 11 20  9  6  1 12  6 15 23 20  4 20  3 17  6 20
 15 12 32 18 12 21 12 12]",[ 1 24  1 24 29 17  3 11]
1611,"[ 5  5  5 28  5 11  5 29  5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5
 30  5 13  5  4  5 13  5]",[ 5  5 28  5 11  5 29  5]
1612,"[24 30 24 24 30 24 15 11 24 30 24 12 24  4  2 24  5 24  2 24 24  4  2 24
 25  5 24  2 24 12 24  4]",[30 24 24 30 24 15 11 24]
1613,"[27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4 20 20 15  3
 15  3  1  1  7  7 33  7]",[22 29  3  6 15 29  0 15]
1614,"[13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29 15 20  4 23 23 23 14
 12 25  8 13  3 15 17 14]",[ 1 29 15 20  4 23 23 23]
1615,"[28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29
 28  1 20 29 28  1 20 29]",[ 1 20 29 33  6 10 33 28]
1616,"[14  2 13  1 29 15 20 14 12 26 13  3 15 14 14 13  1 29 15 20 28 21 19 30
 25 14  4  0  8 11 29  6]",[ 2 13  1 29 15 20 14 12]
1617,"[ 2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22
 29  3  6 15 29  0 15 25]",[26  2  7 22 15  2  1 28]
1618,"[10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33
  6 10  5 28  1 20 29 33]",[29  2  1  7 28 29 20  1]
1619,"[19 13 26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16
 16 29 33 27 11 19  6  2]",[13 26  3 22 11 19 13 26]
1620,"[14 12 25  8  2 13  1 29 15 20  4 23 23 23 14 12 25  8 13  3 15 17 14 14
 25  8  4 17 17 23  4 25]",[12 25  8  2 13  1 29 15]
1621,"[11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 29
 33 27 11 19 10  2 29 33]",[19 15 26  3 22 11 19 15]
1622,"[33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22 11 31 13 21 11 31  1 22
 11 31 13 21 11 31 22 11]",[11 27 13 21 11 31 29 22]
1623,"[ 4 20 20 15  3 15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6
  3  6  6 10 15 13  6 10]",[20 20 15  3 15  3  1  1]
1624,"[ 3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2
  1  7 28 29 20  1 33  6]",[ 6  6 10 15 13  6 10 29]
1625,"[ 5 24  2 24  3 24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24 20 24 28
 30 24 11 24 30 24 24 30]",[24  2 24  3 24 15  2 24]
1626,"[13  5 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13  5 16 16 16 16
 16 16 16 25 16 25 27 31]",[ 5 16 16 16 16 16 16  5]
1627,"[19 10  2 29 33 11 19 10  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19
 13 26 29 33 11 19 10  2]",[10  2 29 33 11 19 10  2]
1628,"[ 5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5  3  5 15  5 29  5  5  5
  5 28  5 11  5 29  5 30]",[ 3  5 15  5 29  5  5  5]
1629,"[ 1 20 29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29
 20 20  2 26  2  7 22 15]",[20 29  2 29 26  2  7 29]
1630,"[ 9  9  9  7 10  9  9  9 23 10 12 10 10 24 10 10 10 10 12 10 12 12 12 10
 12 12  2  4 10 23 10 10]",[ 9  9  7 10  9  9  9 23]
1631,"[ 5  1 25 26  3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25  1 24  1 24
  1 24 29 17  3 11 20  9]",[ 1 25 26  3  4  5  1 26]
1632,"[29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20
  2 26  2  7 22 15  2  1]",[ 2 29 26  2  7 29 22  2]
1633,"[31 22 11 31 13 21 11 31  1 22 11 31 13 21 11 31 22 11 31 23 27  6  6  6
  6 15  6  3  9 33  9  9]",[22 11 31 13 21 11 31  1]
1634,"[16 16 16 16 16 25 16 25 27 31 27 31 33 22 33 22 19 19  2  2 14  9  9 27
 27 22 19 22 19  8  8 27]",[16 16 16 16 25 16 25 27]
1635,"[33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29
 28  1 20 29 28  1 20 29]",[ 6 10  5 28  1 20 29 33]
1636,"[ 3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0
  0  0  0 27  2 27  0  2]",[ 3 22 27 11 19 15 26  3]
1637,"[22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33 27
 11 19  6  2 29 33 11 19]",[11 19 13 26 29 11 19 24]
1638,"[33 12 12 12 33 12 12 33 23 33 33 33 33 20  9 33 12 10  6  5  6  9  6 20
  6 23 12  9  7 10  9  9]",[12 12 12 33 12 12 33 23]
1639,"[ 1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28
  1 20 29 28  1 20 29  2]",[20 29 33  6 10 33 28  1]
1640,"[26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1
 26 20 25  1 24 28 17 29]",[25 19 26  4 26  4  7 13]
1641,"[27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23
  4 29 33 27 11 19 10  2]",[31 33 22  0 27 22 29  3]
1642,"[22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33 27
 11 19  6  2 29 33 11 19]",[11 19 13 26 29 11 19 24]
1643,"[10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10
  5 28  1 20 29 33  6 10]",[15 13  6 10 29  2  1  7]
1644,"[ 1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27
  3 33 11 27 10 21 11 27]",[ 3 31  1 10 21 11 27  3]
1645,"[31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1 10 21 11 27
  3 33 11 27 10 21 11 27]",[ 1 10 18  1  6 31  1 10]
1646,"[26 20 25  1 24 28 17 29  8 17  3 11 12 20 20  9  6  1  9 23 12  6 15  9
 28 15  3 29  5 11 13 24]",[20 25  1 24 28 17 29  8]
1647,"[23 23 23 14 12 25  8  2 13  1 29 15 20  4 23 23 23 14 12 25  8 13  3 15
 17 14 14 25  8  4 17 17]",[23 23 14 12 25  8  2 13]
1648,"[32 21 31 21 32 21 32 21 31 21 32 21 16 32 31 32 32 21 31 21 32 21 32 21
 31 21 32 21 32 21 18 16]",[21 31 21 32 21 32 21 31]
1649,"[33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33
 11 19  6  2 11  0  8  0]",[11 19  6  2 31 11 19  3]
1650,"[30 24 24 25 30 24  4 11 24 30 24 24  8 30 24 17 11 24 30 24 24 25 30 24
  4 11 24 30 24 24  9  2]",[24 24 25 30 24  4 11 24]
1651,"[ 1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5
 28  1 20 29 33  6 10  5]",[ 7 28 29 20  1  6 10 15]
1652,"[23  4  4  8  8  8  8  8  8  8  8  8  2 10 11 29  6 25 25 14 14  2 13  1
 29 15 20  4 23 23 23 14]",[4 4 8 8 8 8 8 8]
1653,"[ 3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0
  0  0 27  2 27  0  2 27]",[22 27 11 19 15 26  3 22]
1654,"[10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5 28  1 20
 29 33  6 10 33 28  1 20]",[29  2  1  7 28 29 20  1]
1655,"[20 15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25
  8  8 17  0 17  0 23  4]",[15 29 15 13 20 28 27 31]
1656,"[18 13 27 18 13 27 18 13 27 18 13 27 14 18  1 27 14 18  1 27 14 18  1 27
 14 18  1 27 18 29 27 18]",[13 27 18 13 27 18 13 27]
1657,"[28 21 19 30 25 14  4  0  8 11 29  6 28 21 19 30 25 14  4  0  8 29  6 28
  7  2 24 29 20 29  1 24]",[21 19 30 25 14  4  0  8]
1658,"[ 1 27 14 18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29 27 18 15 27 18
 15 27 14 18 20 27 14 18]",[27 14 18  1 27 14 18  1]
1659,"[28 21 19 30 25 14  4  0  8 29  6 28  7  2 24 29 20 29  1 24  1 24  2 28
  7 20 20 28  7 20 27 29]",[21 19 30 25 14  4  0  8]
1660,"[11 24 30 24 24 30 24 15 11 24 30 24 12 24  4  2 24  5 24  2 24 24  4  2
 24 25  5 24  2 24 12 24]",[24 30 24 24 30 24 15 11]
1661,"[24  8 30 24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  8 30 24 17 11
 24 30 24 24 25 30 24  4]",[ 8 30 24 17 11 24 30 24]
1662,"[ 7 11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11
  9 22 26  7 26 25 19 26]",[11 30 11 23 20 25  3  3]
1663,"[ 1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1 10 21
 11 27  3 33 11 27 10 21]",[ 6 31  1 10 18  1  6 31]
1664,"[ 3 15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10
 15 13  6 10 29  2  1  7]",[15  3  1  1  7  7 33  7]
1665,"[15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21
 32 21 32 16 16 21 31 21]",[26  3 22 11 19 15 26 29]
1666,"[ 8  2 22  4 30 22  4 24 22  9 30 22  8  9 24 30  5 13  5  5 13  5 30  5
 15 13  5 29  5  5 30  5]",[ 2 22  4 30 22  4 24 22]
1667,"[ 3 25 10 11  3 31 10 11  3 10 11  3 25 26 13 23  3  4 26 13  3 12 22 26
 23 19 26  4 31 26 25 33]",[25 10 11  3 31 10 11  3]
1668,"[26 24 13 24 26 13 24 26 13 24 26 13 24 26 13 24 12  4 12  4  3 24 15  2
 24  5 24  2 24 24 15  2]",[24 13 24 26 13 24 26 13]
1669,"[20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29
 22  2 29  1  1 29 29 13]",[29 28  1 20 29 28  1 20]
1670,"[20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29
 33  6 10  5 28  1 20 29]",[ 1  6 10 15 13  6 10 29]
1671,"[13 11 13 11  4  1  2  4  1 23  1  1 24 10 13 10  1 23 29 12 23  2  4 12
  8  7 23  8 10 33 24 10]",[11 13 11  4  1  2  4  1]
1672,"[ 3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21
 32 16 16 21 31 21 32 21]",[22 11 19 15 26 29 33 11]
1673,"[ 1 27  2  1 29  1 27  2  1 29  1 27  2 10 18  1  6 31  1 10 18  1  6 31
  1 10 18  1  6 31  1 26]",[27  2  1 29  1 27  2  1]
1674,"[20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1
  1 29 29 13 29 29  3 29]",[29 28  1 20 29 28  1 20]
1675,"[ 0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3
  3 22 27 11 19 15 26  3]",[ 0  0 16 16 16 16 29 33]
1676,"[ 7  2 13  1 29 23  4  4  8  8  8  8  8  8  8  8  8  2 10 11 29  6 25 25
 14 14  2 13  1 29 15 20]",[ 2 13  1 29 23  4  4  8]
1677,"[ 1 10 18  1  6 31  1 26 18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11
 27  3 33 11 27 10 21 11]",[10 18  1  6 31  1 26 18]
1678,"[31 22 11 31 23 27  6  6  6  6 15  6  3  9 33  9  9  9 33  9  9  9 23 33
 12 33 33 33 33 33 12 33]",[22 11 31 23 27  6  6  6]
1679,"[19 26  4 26  4  7 13 26 13 23  7 11 30 11 22 26  7 26 25 19 26  4 26  4
  7 13 26 13 23  7 11 30]",[26  4 26  4  7 13 26 13]
1680,"[26 18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21
 11 27  3 33 11 27 10 21]",[18  1  3 31  1 10 21 11]
1681,"[19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31 21 32 21 32
 21 31 21 32 32 31 32 32]",[ 6  2 11  0  8  0  0  0]
1682,"[ 5 13  5 22 13  2 13  8  1 13  2 13  4 13 30 13  9 13 30 13 30 30 13 30
  4 30  9 30 30 17 30 30]",[13  5 22 13  2 13  8  1]
1683,"[ 6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20
  1  6 10 15 13  6 10 29]",[ 7  2 13 29  6 20 15  6]
1684,"[15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22 27 31 33 22  0 27 22 16
 19 16 19  2  2  0  0 14]",[13 29  1 13  2 13  1 29]
1685,"[20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29
  1 13 29 20 20  2 26  2]",[29 28  1 20 29  2 29 26]
1686,"[15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15
 13  6 10 29  2  1  7 28]",[ 3  1  1  7  7 33  7 15]
1687,"[12 13 26 13 12 22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4
 26  4  7 13 26 13 23  7]",[13 26 13 12 22 26 23 19]
1688,"[22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22 27
 31 33 22  0 27 22 16 19]",[29  2 20  1 20  1 15 13]
1689,"[21 18 32 21 32  0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19
 19 19 19 29 27 11 19 24]",[18 32 21 32  0 21 18 16]
1690,"[ 0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11
 19  3  3 22 27 11 19 15]",[ 0  0  0  0 16 16 16 16]
1691,"[31  1 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27  3 33
 11 27 10 21 11 27 29 33]",[ 1 10 21 11 27  3 33 11]
1692,"[10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28
 29 20  1 33  6 10  5 28]",[15 13  6 10 29  2  1  7]
1693,"[25  8  4 17 17 23 12 12  8 27 31 33 22 19  7 17 17 17 17 17 17 17 17 17
 17 14 14 14 14 14 14 14]",[ 8  4 17 17 23 12 12  8]
1694,"[ 2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10
  5 28  1 20 29 33  6 10]",[ 1  7 28 29 20  1  6 10]
1695,"[26 24 13 24 26 24 13 24 26 13 24 26 13 24 26 13 24 26 13 24 12  4 12  4
  3 24 15  2 24  5 24  2]",[24 13 24 26 24 13 24 26]
1696,"[21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16 18 21 18 21 19 21 19
 19 19 19 19 19 19 19 19]",[32 21 18 16 16 18 21 18]
1697,"[33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33
 11 19  6  2 11  0  8  0]",[11 19  6  2 31 11 19  3]
1698,"[ 2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2
 26  2  7 22 15  2  1 28]",[29 26  2  7 29 22  2 29]
1699,"[ 1 24 29 17  3 11 20  9  6  1 12  6 15 23 20  4 20  3 17  6 20 15 12 32
 18 12 21 12 12 31 33 22]",[24 29 17  3 11 20  9  6]
1700,"[13 24 26 24 13 24 26 13 24 26 13 24 26 13 24 26 13 24 12  4 12  4  3 24
 15  2 24  5 24  2 24 24]",[24 26 24 13 24 26 13 24]
1701,"[18 20 27 14 18 20 27 18 28 27 18 28 27 14 14 14 14 14 14 29  1 13  2  7
 22 23  4  4 25  8  8  8]",[20 27 14 18 20 27 18 28]
1702,"[24 15 30 24 15 30 24 13  5 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30
 24 13  5 16 16 16 16 16]",[15 30 24 15 30 24 13  5]
1703,"[22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3
 15  3  1  1  7  7 33  7]",[ 0 27 22 27 31 33 22  0]
1704,"[21 11 27  2 21 11 29 21 11 27  2 21 11 29 21 11 27  2 21 11 29 21 11 27
  2 21 10 18  1  6 31  1]",[11 27  2 21 11 29 21 11]
1705,"[ 8 11 10  2 19 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14 12 25  8  2
 13  1 29 15 20  4 23 23]",[11 10  2 19 25 25 14 14]
1706,"[20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29
 26  2  7 29 22  2 29  1]",[29 28  1 20 29 28  1 20]
1707,"[23  8 10 33 24 10 13 10 26 12 23 27  4 12  8 23  8 23 23 23 23 23 23 30
 23 25 23 12  9  6  3  9]",[ 8 10 33 24 10 13 10 26]
1708,"[19 10  2 16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33
 11 19  6  2 31 11 19  3]",[10  2 16 16  0  0  0  0]
1709,"[ 3 17  6 20 15 12 32 18 12 21 12 12 31 33 22 19 12  7 12 30 26 12 24 11
  1  8 24 11  1 31 24 11]",[17  6 20 15 12 32 18 12]
1710,"[33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15
  3 15  3  1  1  7  7 33]",[22  0 27 22 27 31 33 22]
1711,"[ 8  9  4 25 17  0  8 25  0 17  0  8  9  4 25 17 25  0 17  8  4 25 17 25
  0 17  8  4 25 17  0 28]",[ 9  4 25 17  0  8 25  0]
1712,"[10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1
 20 29 28  1 20 29 28  1]",[ 5 28  1 20 29 33  6 10]
1713,"[12 10 12 12  2  4 10 23 10 10 24 10 13 10 10 10 23 26 25  1  4  1  1 10
 13 11 13 11  4  1  2  4]",[10 12 12  2  4 10 23 10]
1714,"[20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1
 20 29 28  1 20 29  2 29]",[29 33  6 10 33 28  1 20]
1715,"[ 0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27
 11 19 24  2 29 11 19 24]",[21 18 16 16 18 21 18 21]
1716,"[ 0  0 21 31 21 32 21 32 16 16 21 31 21 32 21 32 21 31 21 32 32 31 32 32
 31 32 32 31 32 21 32 21]",[ 0 21 31 21 32 21 32 16]
1717,"[26 18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21
 11 31 29 22 11 31 13 21]",[18  1  3 31  1 10 21 11]
1718,"[ 0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31 21 32 21 32 21 31 21 32
 32 31 32 32 31 32 32 31]",[ 8  0  0  0  0 21 31 21]
1719,"[20 25  1 24 28 17 29  8 17  3 11 12 20 20  9  6  1  9 23 12  6 15  9 28
 15  3 29  5 11 13 24 30]",[25  1 24 28 17 29  8 17]
1720,"[20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22 27 31 33 22
  0 27 22 16 19 16 19  2]",[ 1 20  1 15 13 29  1 13]
1721,"[14 14 13  1 29 15 20 28 21 19 30 25 14  4  0  8 11 29  6 28 21 19 30 25
 14  4  0  8 29  6 28  7]",[14 13  1 29 15 20 28 21]
1722,"[11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31 21 32 21 32 21 31 21
 32 32 31 32 32 31 32 32]",[ 0  8  0  0  0  0 21 31]
1723,"[29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20
 28 27 31 33 22  0 27 22]",[ 3 29  1 13 29 20 20  2]
1724,"[ 7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2
  1  7 28 29 20  1  6 10]",[33  7 15  7  6  7  2 13]
1725,"[21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22 11 31  7  2
 24 29 20 29  1 24  1 24]",[11 27 29 33 11 27 13 21]
1726,"[25 14  4  0  8 29  6 28  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28
  7 20 27 29  1  1 29  1]",[14  4  0  8 29  6 28  7]
1727,"[ 1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10
 29  2  1  7 28 29 20  1]",[ 7  7 33  7 15  7  6  7]
1728,"[13 23  3  4 26 13  3 12 22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25
 19 26  4 26  4  7 13 26]",[23  3  4 26 13  3 12 22]
1729,"[33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31 21 32
 21 32 21 31 21 32 32 31]",[11 19  6  2 11  0  8  0]
1730,"[ 3 24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24 20 24 28 30 24 11 24
 30 24 24 30 24 15 11 24]",[24 15  2 24  5 24  2 24]
1731,"[14 14 14 14 14  4  4  4 14  9  9  9  8  8 28  8  8  8  8  8  9 17 17 17
  9  9  4 25 17 28 28 17]",[14 14 14 14  4  4  4 14]
1732,"[29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33 22
  0 27 22 29  3  6 15 29]",[20 20  2 26  2  7 22 15]
1733,"[13 10 26 12 23 27  4 12  8 23  8 23 23 23 23 23 23 30 23 25 23 12  9  6
  3  9 12  1  5 23 12  9]",[10 26 12 23 27  4 12  8]
1734,"[11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11 12
 20 20  9  6  1  9 23 12]",[30 11 23 20 25  3  3  4]
1735,"[12 12 33 12 12 33 23 33 33 33 33 20  9 33 12 10  6  5  6  9  6 20  6 23
 12  9  7 10  9  9  9  7]",[12 33 12 12 33 23 33 33]
1736,"[23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11  9 22 26  7
 26 25 19 26  4 26  4  7]",[20 25  3  3  4  5  1 26]
1737,"[ 2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1
 29  1  1 29  1  1 29  1]",[24 29 20 29  1 24  1 24]
1738,"[33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20
 29  2 29 26  2  7 29 22]",[28  1 20 29 28  1 20 29]
1739,"[25  8  8  8  8  8  8  8 11 10  2 19 25 25 14 14  2 13  1 29 15 20  4 23
 23 23 14 12 25  8  2 13]",[ 8  8  8  8  8  8  8 11]
1740,"[11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11
 19  6  2 11  0  8  0  0]",[19  6  2 31 11 19  3  3]
1741,"[27 31 33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20
 20 15  3 15  3  1  1  7]",[31 33 22  0 27 22 27 31]
1742,"[15 27 14 18 20 27 14 18 20 27 18 28 27 18 28 27 14 14 14 14 14 14 29  1
 13  2  7 22 23  4  4 25]",[27 14 18 20 27 14 18 20]
1743,"[13 26 13 12 13 26 13 12 22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25
 19 26  4 26  4  7 13 26]",[26 13 12 13 26 13 12 22]
1744,"[ 0  8 11 29  6 28 21 19 30 25 14  4  0  8 29  6 28  7  2 24 29 20 29  1
 24  1 24  2 28  7 20 20]",[ 8 11 29  6 28 21 19 30]
1745,"[ 3  5 15  5 29  5  5  5  5 28  5 11  5 29  5  3  5 15  5 29  5  5  5  5
 28  5 11  5 29  5 30  5]",[ 5 15  5 29  5  5  5  5]
1746,"[12 25  8 13  3 15 17 14 14 25  8  4 17 17 23  4 25 25 12 12 12 12 28 20
 12 15  6 12  3 12  1  4]",[25  8 13  3 15 17 14 14]
1747,"[27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22 11 31
 13 21 11 31  1 22 11 31]",[10 21 11 27 29 33 11 27]
